Highest Charting Position,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms)
49,0.686,0.526,-6.842,0.0374,0.0815,0.144,92.013,158436
59,0.624,0.672,-5.334,0.106,0.0967,0.155,159.852,146959
30,0.64,0.648,-8.113,0.187,0.124,0.0802,92.977,197867
29,0.611,0.851,-2.982,0.0598,0.229,0.232,178.032,211613
42,0.629,0.692,-8.045,0.0376,0.00981,0.603,162.948,167916
14,0.652,0.595,-4.04,0.117,0.15,0.0836,172.277,151147
51,0.739,0.516,-7.154,0.0539,0.67,0.151,120.109,183874
65,0.688,0.573,-5.03,0.208,0.0686,0.0749,110.034,179861
66,0.688,0.455,-8.632,0.199,0.186,0.0794,87.865,132279
146,0.764,0.887,-3.726,0.0744,0.0816,0.847,118.427,358053
105,0.741,0.52,-7.513,0.0656,0.45,0.222,102.998,171030
91,0.658,0.624,-9.155,0.0915,0.171,0.116,181.942,168991
176,0.666,0.726,-2.998,0.0262,0.486,0.0892,128.044,207528
179,0.574,0.913,-4.793,0.133,0.061,0.156,115.728,208400
38,0.91,0.604,-4.392,0.082,0.448,0.0863,110.075,180788
133,0.868,0.638,-7.746,0.0736,0.146,0.0931,126.03,182857
23,0.793,0.771,-3.417,0.0959,0.0337,0.284,171.943,247308
14,0.835,0.699,-5.405,0.277,0.00671,0.195,154.981,202795
11,0.653,0.662,-6.168,0.162,0.00465,0.0626,111.712,161168
82,0.724,0.675,-5.267,0.0867,0.0978,0.351,160.048,199758
88,0.717,0.653,-5.634,0.0658,0.229,0.101,106.966,207320
19,0.894,0.635,-6.929,0.0473,0.193,0.0823,105.013,249143
137,0.703,0.657,-5.363,0.0783,0.139,0.093,82.96,146375
56,0.743,0.837,-5.025,0.0649,0.0172,0.0743,103.072,159863
1,0.716,0.537,-7.648,0.0514,0.233,0.157,129.979,165978
37,0.696,0.678,-5.893,0.0735,0.582,0.134,91.985,219202
172,0.479,0.545,-7.346,0.0688,0.365,0.0963,74.897,252733
26,0.68,0.729,-5.077,0.0475,0.612,0.224,123.97,179867
32,0.58,0.586,-6.883,0.0357,0.344,0.0755,147.988,199549
197,0.556,0.319,-8.251,0.0281,0.893,0.0996,135.187,285240
73,0.732,0.463,-6.972,0.0287,0.374,0.194,95.971,212607
68,0.885,0.685,-6.429,0.0627,0.33,0.148,99.954,144000
35,0.686,0.64,-5.491,0.159,0.0334,0.0801,162.225,171798
165,0.569,0.865,-3.844,0.266,0.0673,0.312,82.011,214363
89,0.901,0.939,-2.762,0.274,0.117,0.0643,142.948,356347
32,0.804,0.633,-6.186,0.0612,0.0371,0.102,115.002,163946
109,0.737,0.867,-2.259,0.0458,0.0398,0.32,98.05,175873
15,0.776,0.509,-6.266,0.467,0.192,0.115,94.634,129371
135,0.483,0.492,-6.591,0.295,0.603,0.323,144.511,188213
18,0.86,0.758,-5.16,0.0695,0.021,0.344,97.014,172127
192,0.303,0.249,-11.715,0.111,0.97,0.117,66.932,200661
69,0.825,0.458,-7.47,0.0577,0.114,0.102,145.115,197760
54,0.824,0.631,-2.791,0.0809,0.237,0.0531,171.965,197721
77,0.708,0.186,-8.953,0.042,0.868,0.0779,72.541,156106
93,0.736,0.308,-7.83,0.0677,0.946,0.186,111.202,220492
46,0.535,0.434,-5.768,0.0505,0.405,0.253,144.497,229236
12,0.863,0.631,-4.689,0.0534,0.305,0.123,128.977,223480
53,0.847,0.733,-6.439,0.16,0.00574,0.151,130.029,193591
49,0.637,0.418,-7.137,0.301,0.353,0.131,84.295,174517
59,0.654,0.875,-4.845,0.0744,0.000417,0.194,99.975,171621
110,0.799,0.568,-3.089,0.25,0.387,0.0892,129.63,153078
81,0.793,0.737,-4.731,0.0785,0.0765,0.0747,167.969,333800
108,0.696,0.454,-6.756,0.153,0.123,0.155,92.928,260640
65,0.825,0.733,-5.625,0.0969,0.349,0.112,97.974,190331
68,0.635,0.793,-4.333,0.0322,0.000647,0.113,77.594,201856
77,0.774,0.706,-6.494,0.355,0.00163,0.104,152.891,185037
84,0.714,0.582,-7.272,0.0808,0.0129,0.0774,92.819,198822
131,0.831,0.532,-5.319,0.301,0.0652,0.464,140.105,181716
138,0.821,0.671,-5.893,0.18,0.00843,0.0972,145.953,187773
139,0.697,0.709,-6.642,0.298,0.041,0.0886,155.023,202420
153,0.832,0.549,-8.259,0.0602,0.168,0.11,140.045,181496
77,0.785,0.818,-8.711,0.099,0.624,0.149,117.98,163759
179,0.823,0.703,-2.691,0.298,0.0161,0.294,178.043,194214
106,0.839,0.683,-9.232,0.165,0.00667,0.241,120.003,159955
190,0.63,0.399,-9.869,0.178,0.105,0.234,183.016,214192
197,0.849,0.635,-4.068,0.254,0.000608,0.062,89.484,140833
58,0.482,0.631,-6.917,0.0986,0.696,0.209,126.576,214558
97,0.48,0.373,-9.297,0.0278,0.804,0.12,114.078,207710
99,0.528,0.749,-7.571,0.0479,0.00488,0.0949,163.944,163906
116,0.616,0.617,-8.431,0.52,0.128,0.177,175.929,177273
123,0.533,0.858,-4.212,0.0766,0.00021,0.148,160.057,205159
126,0.738,0.533,-7.617,0.0492,0.183,0.115,132.008,207265
145,0.781,0.613,-5.582,0.0524,0.0399,0.0976,80.53,132215
151,0.552,0.65,-7.199,0.128,0.422,0.372,167.788,180019
112,0.74,0.415,-8.914,0.0707,0.242,0.319,136.029,180161
86,0.954,0.696,-7.117,0.204,0.00576,0.0754,100.036,139413
171,0.656,0.776,-6.184,0.0672,0.16,0.372,156.049,156759
177,0.668,0.547,-8.024,0.0353,0.398,0.0931,83.5,194871
24,0.612,0.884,-4.113,0.0454,0.0759,0.247,178.043,210795
14,0.701,0.65,-6.313,0.104,0.291,0.112,90.003,160212
188,0.691,0.77,-4.578,0.0367,0.0282,0.497,90.024,143901
76,0.801,0.579,-4.78,0.0813,0.333,0.172,99.994,212406
26,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478
143,0.716,0.531,-7.355,0.122,0.0703,0.224,71.994,386907
65,0.761,0.517,-6.916,0.0927,0.114,0.157,147.912,174730
148,0.697,0.832,-7.264,0.0298,0.168,0.269,125.926,215093
64,0.848,0.768,-5.386,0.0373,0.0412,0.195,118.961,176767
150,0.783,0.479,-10.646,0.541,0.149,0.101,176.027,163798
158,0.745,0.656,-6.829,0.203,0.0604,0.11,137.997,201333
159,0.521,0.39,-9.726,0.128,0.582,0.112,104.106,315640
4,0.298,0.38,-8.426,0.0287,0.778,0.11,75.602,285634
10,0.706,0.625,-7.426,0.0314,0.0417,0.129,142.948,242181
9,0.747,0.622,-5.825,0.0838,0.176,0.151,159.93,181661
181,0.664,0.586,-7.813,0.238,0.212,0.216,88.502,179813
23,0.735,0.449,-7.507,0.347,0.629,0.113,122.947,220488
4,0.611,0.688,-5.688,0.341,0.0264,0.251,178.462,132303
12,0.647,0.844,-3.756,0.0457,0.0137,0.102,146.967,193829
194,0.681,0.773,-5.749,0.148,0.019,0.11,119.961,199008
197,0.648,0.641,-5.521,0.0389,0.00565,0.109,184.021,180348
91,0.72,0.706,-4.719,0.0473,0.0684,0.166,133.002,187436
83,0.759,0.636,-5.585,0.0369,0.0224,0.166,109.976,214507
72,0.679,0.516,-6.371,0.0452,0.199,0.0965,120.074,202008
65,0.485,0.567,-6.456,0.0388,0.316,0.0949,93.676,211254
167,0.629,0.727,-4.387,0.0499,0.0647,0.138,149.978,230400
112,0.817,0.468,-10.945,0.287,0.233,0.0905,104.875,182931
122,0.861,0.678,-4.157,0.0536,0.253,0.106,103.994,259600
68,0.926,0.542,-5.064,0.293,0.135,0.0877,135.14,181929
183,0.774,0.814,-6.145,0.0584,0.204,0.118,109.019,185330
150,0.459,0.545,-4.874,0.0282,0.142,0.105,137.941,248587
21,0.707,0.955,-4.593,0.222,0.127,0.202,125.989,134240
142,0.767,0.569,-6.805,0.216,0.00988,0.109,77.052,196363
75,0.682,0.7,-5.591,0.0397,0.406,0.174,120.03,186878
13,0.822,0.743,-4.772,0.28,0.016,0.127,84.459,242001
115,0.676,0.82,-5.217,0.0554,0.0493,0.615,152.028,199250
157,0.948,0.63,-7.011,0.219,0.00647,0.0737,100.032,253569
91,0.776,0.911,-3.08,0.131,0.155,0.268,101.027,177728
71,0.433,0.443,-10.568,0.0361,0.0922,0.117,79.903,185851
152,0.565,0.39,-4.959,0.0556,0.817,0.126,163.781,193700
122,0.581,0.799,-6.66,0.164,0.0419,0.11,124.002,175016
82,0.676,0.857,-4.368,0.0438,0.0215,0.254,149.981,162600
112,0.935,0.71,-5.085,0.158,0.0769,0.173,100.009,168507
103,0.676,0.525,-5.88,0.028,0.617,0.356,112.011,210000
5,0.777,0.357,-6.942,0.0522,0.757,0.108,139.883,210252
11,0.721,0.716,-7.037,0.0657,0.0334,0.237,104.994,221714
134,0.88,0.607,-7.067,0.0777,0.195,0.15,126.039,233905
86,0.75,0.664,-5.908,0.154,0.275,0.0632,105.023,208156
148,0.676,0.794,-4.78,0.0366,0.0513,0.0723,125.957,159286
71,0.824,0.854,-5.312,0.177,0.016,0.117,95.114,210329
185,0.653,0.603,-5.697,0.171,0.175,0.18,151.016,168477
27,0.802,0.591,-4.895,0.225,0.0104,0.196,139.864,157712
174,0.763,0.58,-6.196,0.144,0.0466,0.154,175.937,212011
111,0.694,0.796,-4.164,0.0565,0.48,0.108,93.064,212312
5,0.752,0.87,-3.812,0.0623,0.0604,0.489,120.006,157707
113,0.874,0.443,-9.628,0.241,0.147,0.124,118.004,235988
31,0.474,0.631,-5.884,0.343,0.0687,0.132,180.051,189323
117,0.889,0.863,-3.011,0.0757,0.289,0.0798,112.953,201000
43,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,195429
145,0.744,0.644,-5.562,0.0641,0.229,0.204,96.852,151360
22,0.583,0.817,-5.146,0.0987,0.118,0.338,105.936,246381
106,0.691,0.474,-8.742,0.0583,0.569,0.099,143.783,179917
8,0.63,0.446,-8.9,0.0351,0.337,0.166,143.078,202193
56,0.843,0.549,-8.018,0.164,0.0948,0.155,83.982,233000
177,0.805,0.619,-7.907,0.0771,0.218,0.114,98.995,170200
11,0.532,0.623,-9.208,0.0331,0.538,0.0925,89.937,261923
188,0.666,0.628,-5.613,0.0623,0.144,0.189,82.992,186468
37,0.809,0.545,-6.678,0.0735,0.392,0.151,97.008,180435
72,0.723,0.634,-5.415,0.0542,0.0892,0.0787,129.017,243267
186,0.686,0.457,-8.322,0.0468,0.595,0.105,150.953,242187
136,0.596,0.854,-5.114,0.463,0.0169,0.124,120.274,203418
8,0.686,0.662,-8.505,0.0413,0.467,0.109,147.922,230999
151,0.808,0.655,-7.34,0.139,0.0373,0.208,116.029,250280
10,0.456,0.263,-10.63,0.0332,0.806,0.0749,129.86,255894
59,0.904,0.26,-17.57,0.101,0.277,0.121,117.967,167147
79,0.752,0.673,-5.792,0.153,0.0538,0.133,164.009,163902
77,0.613,0.624,-6.66,0.206,0.496,0.283,62.948,167917
74,0.68,0.826,-2.561,0.27,0.562,0.254,146.95,248937
55,0.627,0.69,-5.396,0.139,0.033,0.0742,122.053,208505
100,0.849,0.781,-4.635,0.159,0.406,0.0801,84.041,217143
176,0.899,0.528,-5.442,0.181,0.000554,0.105,100.037,111852
126,0.813,0.64,-5.908,0.272,0.269,0.131,92.989,147076
189,0.677,0.766,-6.896,0.0568,0.0219,0.129,123.062,190488
17,0.653,0.452,-11.143,0.055,0.838,0.108,83.433,252881
118,0.693,0.678,-7.159,0.0324,0.0151,0.101,103.952,228267
185,0.827,0.629,-3.966,0.185,0.183,0.084,88.064,187500
50,0.867,0.744,-5.171,0.227,0.268,0.0713,84.005,173288
74,0.829,0.539,-7.359,0.208,0.136,0.103,99.96,149547
13,0.553,0.413,-10.037,0.0334,0.687,0.0594,110.107,208978
15,0.596,0.488,-10.769,0.0274,0.9,0.091,94.926,208907
18,0.515,0.476,-9.843,0.0328,0.314,0.171,135.886,195097
24,0.593,0.377,-8.761,0.0253,0.6,0.0976,95.939,294521
157,0.709,0.679,-6.503,0.346,0.0115,0.0971,162.973,153467
20,0.559,0.31,-10.445,0.0338,0.881,0.106,119.845,190898
170,0.688,0.716,-5.702,0.0385,0.0969,0.0989,116.912,284480
180,0.841,0.541,-7.121,0.229,0.0186,0.123,97.961,115255
50,0.79,0.704,-7.935,0.417,0.069,0.113,154.007,196213
170,0.758,0.848,-3.84,0.0457,0.21,0.114,127.96,153149
16,0.843,0.741,-5.609,0.334,0.0252,0.096,168.983,155497
29,0.592,0.699,-8.995,0.0471,0.655,0.114,141.916,237258
33,0.354,0.267,-13.69,0.0281,0.731,0.0858,94.219,289749
41,0.647,0.272,-12.906,0.0916,0.918,0.0918,150.044,234000
140,0.808,0.676,-4.902,0.223,0.0618,0.11,144.018,144973
141,0.819,0.507,-7.336,0.0881,0.482,0.105,130.009,152013
144,0.882,0.526,-8.553,0.237,0.118,0.0835,109.075,180950
149,0.773,0.742,-5.453,0.162,0.00198,0.558,148.949,186843
47,0.662,0.181,-15.065,0.0415,0.966,0.133,118.819,220043
25,0.868,0.55,-6.417,0.226,0.183,0.109,117.943,154767
171,0.614,0.553,-8.225,0.169,0.0306,0.203,159.999,240297
26,0.641,0.857,-5.725,0.301,0.013,0.0695,122.728,157733
179,0.853,0.909,-2.473,0.229,0.0522,0.129,112.987,178407
42,0.848,0.637,-5.132,0.156,0.0413,0.0521,96.988,222680
86,0.818,0.598,-5.948,0.113,0.0573,0.634,111.052,231618
33,0.881,0.696,-3.838,0.0797,0.137,0.0927,97.002,200667
101,0.358,0.372,-7.664,0.0464,0.81,0.0877,144.833,200387
82,0.732,0.663,-7.616,0.192,0.0819,0.115,139.964,210587
147,0.692,0.764,-5.233,0.113,0.574,0.106,84.029,189686
163,0.6,0.723,-4.928,0.158,0.109,0.167,149.881,195268
37,0.745,0.5,-6.184,0.135,0.439,0.0943,76.968,168685
161,0.726,0.787,-2.494,0.0737,0.009,0.0596,124.99,199987
174,0.824,0.528,-9.236,0.175,0.144,0.104,157.005,183839
35,0.66,0.76,-5.726,0.0787,0.291,0.632,127.984,180129
27,0.654,0.452,-6.36,0.0439,0.17,0.114,138.034,186749
24,0.567,0.545,-6.668,0.0448,0.168,0.112,174.146,176650
31,0.903,0.327,-9.727,0.0877,0.26,0.108,100.008,106000
47,0.59,0.618,-5.756,0.334,0.0127,0.244,96.459,252729
195,0.6,0.663,-5.802,0.0477,0.225,0.119,121.07,245493
196,0.62,0.786,-5.22,0.167,0.143,0.46,164.057,265191
10,0.752,0.375,-10.157,0.204,0.533,0.175,129.995,147673
43,0.661,0.665,-6.356,0.053,0.538,0.0981,75.059,147548
46,0.621,0.695,-5.124,0.0911,0.00584,0.086,173.966,136408
36,0.707,0.67,-6.328,0.257,0.0813,0.098,163.099,200629
49,0.652,0.671,-5.89,0.0756,0.0222,0.107,84.008,182922
44,0.595,0.528,-7.371,0.0935,0.082,0.142,150.075,179464
129,0.575,0.543,-5.062,0.0529,0.102,0.176,159.905,186480
45,0.288,0.638,-6.935,0.0779,0.133,0.14,66.424,173114
56,0.745,0.642,-6.257,0.287,0.0204,0.0658,179.974,131240
49,0.801,0.745,-3.733,0.063,0.398,0.153,104.965,214013
169,0.874,0.542,-7.064,0.344,0.0621,0.181,142.016,196933
5,0.685,0.848,-4.561,0.0858,0.0861,0.0783,179.87,163084
20,0.744,0.422,-8.946,0.294,0.0319,0.11,180.006,202667
44,0.878,0.619,-5.56,0.102,0.0533,0.113,136.041,157067
67,0.88,0.787,-5.189,0.118,0.226,0.12,113.018,264834
25,0.786,0.808,-3.702,0.0882,0.0846,0.0822,105.027,301714
29,0.654,0.672,-5.98,0.311,0.471,0.0781,181.857,249520
6,0.85,0.536,-5.161,0.0599,0.267,0.0996,96.029,210607
2,0.687,0.514,-6.612,0.0897,0.366,0.116,145.921,210427
29,0.831,0.499,-8.442,0.114,0.269,0.3,97.956,220487
69,0.879,0.498,-6.027,0.18,0.239,0.0967,106.044,163173
132,0.548,0.653,-3.875,0.081,0.456,0.103,150.068,174853
23,0.769,0.787,-3.909,0.367,0.189,0.129,126.77,159715
21,0.883,0.668,-2.957,0.113,0.11,0.0734,87.972,226533
78,0.307,0.528,-11.337,0.108,0.972,0.222,174.795,70395
112,0.392,0.373,-14.097,0.0968,0.991,0.545,121.678,30583
113,0.667,0.447,-14.625,0.761,0.916,0.612,83.534,136545
129,0.751,0.783,-5.926,0.22,0.0715,0.114,94.003,189739
57,0.67,0.847,-4.85,0.409,0.184,0.304,137.22,189827
53,0.548,0.506,-7.434,0.102,0.203,0.0788,119.987,160000
164,0.631,0.748,-2.569,0.0488,0.212,0.537,115.665,178413
139,0.672,0.733,-5.377,0.0566,0.00289,0.199,105.043,149857
174,0.614,0.746,-3.527,0.196,0.347,0.0874,168.072,259250
105,0.605,0.377,-6.213,0.0443,0.733,0.0808,73.877,194853
64,0.5,0.767,-4.105,0.403,0.162,0.385,159.477,202443
46,0.843,0.39,-7.899,0.0846,0.178,0.137,129.972,160627
79,0.739,0.616,-6.963,0.0338,0.252,0.101,91.071,158466
58,0.713,0.605,-7.487,0.107,0.497,0.115,142.025,175756
63,0.8,0.564,-5.817,0.4,0.0287,0.112,139.989,150857
88,0.794,0.717,-5.73,0.251,0.0511,0.195,141.881,202816
95,0.717,0.474,-8.383,0.403,0.0509,0.139,123.906,185804
100,0.764,0.676,-6.761,0.0927,0.389,0.215,97.02,197938
114,0.645,0.64,-6.871,0.179,0.395,0.286,140.248,48000
117,0.944,0.579,-4.961,0.191,0.0381,0.253,135.033,259346
121,0.831,0.762,-5.656,0.207,0.0885,0.107,99.999,192000
72,0.868,0.479,-6.687,0.445,0.703,0.102,133.928,115200
56,0.457,0.621,-5.923,0.138,0.218,0.0944,85.359,224638
158,0.718,0.66,-7.39,0.325,0.363,0.159,142.879,132587
7,0.9,0.603,-5.313,0.0646,0.402,0.134,129.928,170972
177,0.816,0.579,-6.097,0.0867,0.203,0.127,120.078,226314
55,0.806,0.786,-3.831,0.0741,0.145,0.0935,91.973,309120
189,0.843,0.845,-2.344,0.0503,0.35,0.0527,126.989,210624
181,0.605,0.822,-4.833,0.0438,0.00671,0.147,167.997,187147
158,0.771,0.769,-3.504,0.0694,0.18,0.345,167.969,289899
122,0.68,0.578,-5.804,0.04,0.331,0.135,145.038,231267
185,0.5,0.748,-9.072,0.0363,0.127,0.447,118.852,250987
90,0.824,0.555,-5.817,0.05,0.00337,0.217,120.002,281273
123,0.798,0.527,-7.671,0.0447,0.227,0.108,114.008,166173
70,0.693,0.835,-3.242,0.0624,0.131,0.073,128.052,180283
52,0.639,0.546,-5.382,0.0407,0.0837,0.122,122.179,173124
142,0.585,0.641,-4.269,0.133,0.0286,0.316,88.284,197530
32,0.771,0.654,-6.976,0.298,0.055,0.214,155.047,224955
67,0.739,0.841,-4.162,0.06,0.0312,0.173,106.99,199653
166,0.821,0.863,-3.159,0.353,0.00824,0.0377,180.013,154324
169,0.589,0.797,-5.464,0.15,0.0289,0.383,102.489,291813
78,0.842,0.734,-5.065,0.0588,0.0427,0.106,137.958,181027
147,0.752,0.505,-7.621,0.253,0.535,0.104,91.97,197437
116,0.579,0.904,-2.729,0.0618,0.193,0.064,82.014,190947
88,0.831,0.502,-4.045,0.046,0.101,0.122,100.541,205427
25,0.856,0.641,-4.64,0.204,0.119,0.427,111.004,206221
189,0.929,0.625,-5.728,0.14,0.289,0.386,122.03,156493
36,0.79,0.694,-7.726,0.0708,0.145,0.281,103.007,181436
26,0.652,0.631,-5.718,0.0893,0.524,0.165,127.998,154424
145,0.885,0.578,-7.416,0.0783,0.0739,0.102,131.999,178933
196,0.763,0.835,-5.234,0.191,0.323,0.225,131.875,191050
68,0.575,0.621,-8.165,0.032,0.0392,0.141,101.987,172213
14,0.488,0.343,-8.985,0.0436,0.556,0.21,102.819,206459
94,0.851,0.541,-6.825,0.0505,0.568,0.13,124.959,235545
47,0.772,0.83,-5.019,0.0599,0.016,0.0843,94.011,194200
83,0.821,0.61,-6.22,0.0959,0.0247,0.185,110.973,192936
86,0.884,0.451,-8.969,0.393,0.0731,0.268,94.024,148284
104,0.498,0.836,-3.905,0.184,0.525,0.0994,199.846,168750
101,0.735,0.916,-2.082,0.117,0.397,0.0918,167.994,221429
131,0.698,0.572,-7.735,0.198,0.135,0.154,71.446,176959
134,0.586,0.512,-8.819,0.0668,0.723,0.119,75.857,235480
113,0.945,0.676,-6.6,0.207,0.172,0.322,123.109,141893
84,0.57,0.672,-5.888,0.0716,0.172,0.0768,120.018,208222
13,0.68,0.825,-4.296,0.0702,0.00173,0.27,117.987,193533
93,0.806,0.749,-5.268,0.328,0.0838,0.0621,140.032,145167
145,0.648,0.308,-11.729,0.04,0.886,0.124,76.997,184638
75,0.677,0.744,-6.806,0.0295,0.0404,0.074,124.08,152913
129,0.962,0.787,1.509,0.0554,0.666,0.176,130.003,165231
14,0.744,0.868,-4.524,0.047,0.0326,0.0822,93.037,206420
125,0.606,0.799,-4.452,0.0261,0.0128,0.15,103.014,232907
76,0.747,0.689,-7.246,0.242,0.197,0.0884,89.901,204547
97,0.54,0.77,-3.981,0.389,0.194,0.372,159.494,204000
139,0.703,0.704,-6.117,0.0641,0.048,0.41,139.933,180000
143,0.788,0.491,-9.884,0.109,0.386,0.107,98.543,146028
21,0.775,0.72,-5.353,0.193,0.0236,0.114,155.086,234627
79,0.375,0.461,-6.202,0.0279,0.627,0.386,75.217,223270
154,0.39,0.448,-8.57,0.0276,0.8,0.107,144.89,183103
86,0.894,0.618,-4.356,0.129,0.0808,0.558,119.1,161320
48,0.712,0.599,-6.342,0.112,0.412,0.103,179.788,178000
15,0.886,0.672,-4.394,0.188,0.0363,0.101,91.976,192024
43,0.794,0.728,-6.759,0.114,0.121,0.227,105.024,183067
15,0.724,0.491,-6.024,0.0296,0.018,0.0887,105.046,170746
161,0.652,0.557,-5.714,0.0318,0.74,0.124,150.073,169354
22,0.43,0.7,-5.35,0.264,0.0902,0.216,158.373,183219
86,0.534,0.565,-7.546,0.307,0.0627,0.112,194.034,193360
134,0.509,0.542,-8.027,0.442,0.019,0.23,97.767,78681
139,0.761,0.657,-7.246,0.138,0.114,0.356,135.909,182040
27,0.501,0.674,-6.363,0.0408,0.00346,0.282,155.051,200838
63,0.854,0.463,-6.159,0.137,0.117,0.354,120.024,225773
33,0.879,0.703,-4.219,0.0701,0.143,0.0569,94.004,199711
60,0.59,0.729,-4.95,0.0893,0.321,0.659,93.094,202240
145,0.692,0.809,-4.198,0.0602,0.524,0.147,123.911,190800
27,0.852,0.698,-7.206,0.0629,0.00839,0.0773,113.039,180645
50,0.61,0.624,-4.773,0.309,0.6,0.243,176.169,250534
51,0.691,0.632,-7.598,0.0513,0.122,0.0646,169.982,205666
137,0.732,0.75,-6.366,0.231,0.00264,0.109,155.096,182707
189,0.669,0.308,-10.068,0.029,0.883,0.0984,64.934,121887
66,0.655,0.441,-5.245,0.0629,0.474,0.099,139.957,225857
30,0.754,0.583,-7.34,0.0432,0.32,0.144,122.012,220051
53,0.723,0.88,-4.287,0.038,0.00334,0.0632,123.036,177600
58,0.731,0.927,-3.634,0.0781,0.0228,0.187,119.006,191467
74,0.645,0.923,-4.262,0.0725,0.364,0.14,117.945,173427
75,0.642,0.792,-5.746,0.0488,0.158,0.68,122.965,244880
77,0.669,0.804,-4.035,0.036,0.0306,0.694,116.001,179760
79,0.658,0.878,-3.875,0.123,0.00792,0.944,122.015,186653
80,0.743,0.853,-4.842,0.04,0.0019,0.0872,121.028,221667
87,0.184,0.297,-14.534,0.0359,0.473,0.527,75.824,41867
91,0.698,0.799,-4.372,0.0342,0.0129,0.215,115.957,161733
93,0.184,0.297,-14.534,0.0359,0.473,0.527,75.824,41867
106,0.668,0.826,-4.466,0.0383,0.0236,0.474,122.973,215480
114,0.526,0.633,-7.002,0.134,0.372,0.129,171.044,203947
180,0.835,0.596,-6.637,0.297,0.137,0.164,100.706,174893
183,0.803,0.649,-6.599,0.132,0.163,0.152,125.038,119040
188,0.784,0.632,-6.083,0.347,0.156,0.605,124.603,232839
190,0.836,0.617,-4.363,0.0534,0.17,0.319,138.066,206702
78,0.804,0.606,-9.045,0.242,0.137,0.111,99.024,149028
99,0.715,0.635,-6.591,0.0791,0.127,0.0862,112.887,198635
45,0.811,0.645,-8.008,0.104,0.184,0.103,129.967,173761
55,0.65,0.827,-4.014,0.0599,0.0229,0.121,144.995,225668
83,0.837,0.586,-8.521,0.0807,0.281,0.134,117.066,197000
90,0.679,0.731,-5.522,0.0319,0.00518,0.0614,99.984,237912
92,0.89,0.455,-9,0.255,0.0217,0.11,148.009,158240
123,0.485,0.793,-3.836,0.426,0.251,0.146,87.629,160667
139,0.823,0.504,-8.65,0.16,0.206,0.417,112.985,169907
54,0.548,0.653,-3.875,0.081,0.456,0.103,150.068,174853
59,0.75,0.741,-4.43,0.402,0.447,0.121,79.968,209180
92,0.715,0.827,-5.09,0.0617,0.0485,0.321,117.977,185277
56,0.865,0.5,-10.805,0.0861,0.0122,0.098,92.976,183520
159,0.521,0.877,-5.444,0.0683,0.0132,0.0929,180.007,205208
62,0.676,0.869,-1.573,0.0423,0.115,0.132,120.029,167573
16,0.591,0.585,-6.35,0.0277,0.143,0.109,110.94,205473
54,0.686,0.541,-4.993,0.0493,0.042,0.0675,120.082,112493
98,0.653,0.945,-2.634,0.096,0.00561,0.439,126.093,198095
7,0.664,0.572,-6.099,0.0305,0.0811,0.121,108.959,361027
51,0.763,0.628,-5.85,0.05,0.0531,0.114,140.958,190557
74,0.742,0.464,-5.624,0.0318,0.425,0.284,92.107,200742
120,0.747,0.693,-2.97,0.298,0.102,0.0872,175.994,189567
197,0.554,0.8,-3.936,0.0395,0.119,0.629,115.056,160120
199,0.722,0.757,-3.592,0.0782,0.17,0.0657,167.987,202308
44,0.594,0.808,-2.409,0.0489,0.415,0.565,188.09,194892
105,0.931,0.667,-7.043,0.318,0.0144,0.15,142.039,207739
12,0.825,0.373,-5.532,0.108,0.163,0.368,77.271,149078
110,0.768,0.526,-7.182,0.209,0.237,0.139,139.999,167552
128,0.92,0.833,-3.18,0.253,0.0277,0.0596,141.034,165726
149,0.794,0.937,-2.44,0.0336,0.366,0.962,134.012,237517
173,0.814,0.584,-5.425,0.0819,0.00839,0.0646,141.016,178025
179,0.829,0.52,-10.34,0.294,0.0232,0.134,136.103,194118
82,0.828,0.581,-9.909,0.0725,0.0378,0.103,143.995,155060
126,0.883,0.808,-3.158,0.182,0.0313,0.207,119.01,232065
196,0.443,0.536,-8.187,0.0378,0.0194,0.1,121.967,283285
131,0.522,0.128,-18.717,0.0357,0.894,0.0941,109.986,187932
83,0.869,0.727,-7.397,0.123,0.0589,0.107,147.967,143240
116,0.856,0.656,-6.483,0.131,0.165,0.0998,90.041,150060
130,0.565,0.569,-6.084,0.379,0.0352,0.106,92.466,214825
131,0.779,0.764,-8.217,0.0938,0.221,0.0909,158.093,176440
71,0.755,0.531,-8.051,0.196,0.213,0.13,177.951,203360
69,0.719,0.65,-7.274,0.232,0.381,0.167,77.981,176953
52,0.86,0.791,-4.784,0.0568,0.169,0.106,92.023,175918
49,0.543,0.766,-3.387,0.343,0.423,0.155,106.869,204805
42,0.572,0.406,-8.624,0.0427,0.587,0.102,119.812,201084
177,0.574,0.791,-3.752,0.11,0.419,0.0982,119.537,167810
46,0.487,0.789,-3.69,0.044,0.00947,0.189,150.007,270715
124,0.56,0.68,-7.648,0.321,0.555,0.116,89.391,173800
23,0.655,0.441,-5.245,0.0629,0.474,0.099,139.957,225857
39,0.477,0.682,-4.931,0.0925,0.153,0.0763,110.567,202205
4,0.38,0.219,-13.273,0.0358,0.917,0.0827,73.537,242265
46,0.718,0.706,-5.709,0.06,0.0128,0.352,170.004,189176
